b,h,bias_nw,var_lo_nw,var_ppci_nw,se_ppci_nw,bias_to_se,normal_approx_coverage,gain_nw,var_lo_signed_reference,var_ppci_signed_reference,gain_signed_reference
0.0,0.5138490240118059,0.3520544259705139,0.010695299628039081,0.009769077173337077,0.09883864210589438,3.561910791867492,0.054583669540110624,0.08660088888709527,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.5259617858367424,0.3688477335474336,0.010541059733745034,0.009547780693036205,0.0977127458064515,3.774816995502754,0.03477324576732663,0.09422952395659512,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.5383600770529425,0.38644209675260033,0.010397037624355156,0.009331847239795896,0.09660148673698503,4.000374215820908,0.02065474060035708,0.10245133499027081,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.5510506283329364,0.4048757266481653,0.010263480568428702,0.009121172607769627,0.09550483028501557,4.2393219844472005,0.011322896140384297,0.11129830207628655,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.5640403290087617,0.4241886569977495,0.010140665077892626,0.008915656388460074,0.09442275355262668,4.492441080542385,0.005662988389268682,0.12080161212533869,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.5773362308119825,0.4444228312109156,0.01002889876400588,0.008715201984444408,0.09335524615384187,4.760555507277468,0.002550452027372389,0.1309911297815053,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.5909455517018699,0.46562219343496986,0.009928522333706915,0.00851971663010851,0.09230231107674666,5.044534508435207,0.001019231375006094,0.14189480128534016,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.6048756797838215,0.48783278399192026,0.009839911736369377,0.008329111419759089,0.09126396561490789,5.345294615515077,0.00035546283380054333,0.15353799475926255,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.6191341773201513,0.5111028393678674,0.009763480471719772,0.008143301343512321,0.09024024237285891,5.663801713387121,0.00010618106536901384,0.16594278371328242,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.6337287848354213,0.5354828969719729,0.009699682070452815,0.007962205331390035,0.08923119035062815,6.001073109837802,2.6599497103917292e-05,0.17912718442138265,0.02439285714285714,0.011775714285714285,0.5172474377745242
